menu_name,karbo,protein,sayur,bahan,energy_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg
"Lepok / Ubi rumput + Ayam bacem + Anyang, sayur",Lepok / Ubi rumput,Ayam bacem,"Anyang, sayur","Lepok / Ubi rumput, Ayam bacem, Anyang, sayur",454.0,19.9,58.4,15.8,16.1,406.0
"Ubi jalar tinta / kemayung + Ikan Bandeng Presto, masakan + Karedok,sayur",Ubi jalar tinta / kemayung,"Ikan Bandeng Presto, masakan","Karedok,sayur","Ubi jalar tinta / kemayung, Ikan Bandeng Presto, masakan, Karedok,sayur",496.0,19.8,51.0,24.0,5.6,1.0
"Ubi jalar tinta / kemayung kukus + Ikan Bandeng Presto, masakan + Kangkung tondano",Ubi jalar tinta / kemayung kukus,"Ikan Bandeng Presto, masakan",Kangkung tondano,"Ubi jalar tinta / kemayung kukus, Ikan Bandeng Presto, masakan, Kangkung tondano",504.0,19.8,59.5,20.7,5.4,31.0
"Jagung muda,rebus + Nugget Ayam Akumo + Kangkung tondano","Jagung muda,rebus",Nugget Ayam Akumo,Kangkung tondano,"Jagung muda,rebus, Nugget Ayam Akumo, Kangkung tondano",525.0,19.8,68.7,19.9,5.1,645.0
"Jagung muda,rebus + Tahu telur + Karedok,sayur","Jagung muda,rebus",Tahu telur,"Karedok,sayur","Jagung muda,rebus, Tahu telur, Karedok,sayur",562.0,19.8,69.0,23.9,2.6,760.4
"Getuk singkong + Ikan Bandeng Presto, masakan + Karedok,sayur",Getuk singkong,"Ikan Bandeng Presto, masakan","Karedok,sayur","Getuk singkong, Ikan Bandeng Presto, masakan, Karedok,sayur",592.0,19.8,72.8,25.0,2.2,0.0
"Ubi jalar tinta / kemayung + Ikan Bandeng Presto, masakan + Sayur lebui",Ubi jalar tinta / kemayung,"Ikan Bandeng Presto, masakan",Sayur lebui,"Ubi jalar tinta / kemayung, Ikan Bandeng Presto, masakan, Sayur lebui",468.0,19.7,49.4,21.3,9.9,125.0
"Getuk singkong + Ikan Bandeng Presto, masakan + Sayur lebui",Getuk singkong,"Ikan Bandeng Presto, masakan",Sayur lebui,"Getuk singkong, Ikan Bandeng Presto, masakan, Sayur lebui",564.0,19.7,71.2,22.3,6.5,124.0
"Ubi Cilembu + Ikan Bandeng Presto, masakan + Wortel rebus",Ubi Cilembu,"Ikan Bandeng Presto, masakan",Wortel rebus,"Ubi Cilembu, Ikan Bandeng Presto, masakan, Wortel rebus",510.0,19.7,61.9,21.0,4.2,42.0
"Nasi minyak + Nugget Ayam Akumo + brokoli , matang",Nasi minyak,Nugget Ayam Akumo,"brokoli , matang","Nasi minyak, Nugget Ayam Akumo, brokoli , matang",570.2,19.7,69.0,24.2,3.8,699.0
"Nasi / Nasi Putih + Kelio telur, masakan + Gado-gado",Nasi / Nasi Putih,"Kelio telur, masakan",Gado-gado,"Nasi / Nasi Putih, Kelio telur, masakan, Gado-gado",510.0,19.7,70.5,15.9,1.3,541.0
"Jagung titi + Mi ABC cup soto ayam + brokoli , matang",Jagung titi,Mi ABC cup soto ayam,"brokoli , matang","Jagung titi, Mi ABC cup soto ayam, brokoli , matang",677.2,19.6,115.0,15.4,7.8,15.0
Ubi jalar tinta / kemayung + Nugget Ayam Akumo + Gado-gado,Ubi jalar tinta / kemayung,Nugget Ayam Akumo,Gado-gado,"Ubi jalar tinta / kemayung, Nugget Ayam Akumo, Gado-gado",585.0,19.6,76.6,22.6,5.3,611.0
"Jagung kuning pipil, rebus + Tahu telur + brokoli , matang","Jagung kuning pipil, rebus",Tahu telur,"brokoli , matang","Jagung kuning pipil, rebus, Tahu telur, brokoli , matang",505.2,19.6,54.9,23.6,4.1,775.4
"Nasi tim + Nugget Ayam Akumo + brokoli , matang",Nasi tim,Nugget Ayam Akumo,"brokoli , matang","Nasi tim, Nugget Ayam Akumo, brokoli , matang",483.2,19.6,57.9,19.6,3.5,625.0
"Tapai singkong + Kalio ayam, masakan + Karedok,sayur",Tapai singkong,"Kalio ayam, masakan","Karedok,sayur","Tapai singkong, Kalio ayam, masakan, Karedok,sayur",464.0,19.6,58.7,17.1,3.4,534.0
Ubi jalar tinta / kemayung kukus + Tahu telur + Gado-gado,Ubi jalar tinta / kemayung kukus,Tahu telur,Gado-gado,"Ubi jalar tinta / kemayung kukus, Tahu telur, Gado-gado",630.0,19.6,85.4,23.3,2.6,756.4
"Jagung titi + Ayam brand chilli tuna + Karedok,sayur",Jagung titi,Ayam brand chilli tuna,"Karedok,sayur","Jagung titi, Ayam brand chilli tuna, Karedok,sayur",566.0,19.6,96.2,11.5,2.2,0.0
Getuk singkong + Nugget Ayam Akumo + Gado-gado,Getuk singkong,Nugget Ayam Akumo,Gado-gado,"Getuk singkong, Nugget Ayam Akumo, Gado-gado",681.0,19.6,98.4,23.6,1.9,610.0
"Lepok / Ubi rumput + Kelio telur, masakan + Gado-gado",Lepok / Ubi rumput,"Kelio telur, masakan",Gado-gado,"Lepok / Ubi rumput, Kelio telur, masakan, Gado-gado",511.0,19.5,70.5,16.8,11.8,656.0
Jagung titi + Ayam brand chilli tuna + Sayur lebui,Jagung titi,Ayam brand chilli tuna,Sayur lebui,"Jagung titi, Ayam brand chilli tuna, Sayur lebui",538.0,19.5,94.6,8.8,6.5,124.0
"Kecimpring singkong goreng + Gulai ikan, masakan + Kangkung tondano",Kecimpring singkong goreng,"Gulai ikan, masakan",Kangkung tondano,"Kecimpring singkong goreng, Gulai ikan, masakan, Kangkung tondano",613.0,19.5,83.9,22.1,5.6,773.0
"Nasi rames + Mi ABC cup soto ayam + Karedok,sayur",Nasi rames,Mi ABC cup soto ayam,"Karedok,sayur","Nasi rames, Mi ABC cup soto ayam, Karedok,sayur",527.0,19.5,67.2,20.5,5.4,265.0
"Ceriping getuk singkong + Gulai ikan, masakan + Kangkung tondano",Ceriping getuk singkong,"Gulai ikan, masakan",Kangkung tondano,"Ceriping getuk singkong, Gulai ikan, masakan, Kangkung tondano",611.0,19.5,78.6,24.2,4.9,773.0
"Tapai singkong + Ikan Bandeng Presto, masakan + Wortel kukus",Tapai singkong,"Ikan Bandeng Presto, masakan",Wortel kukus,"Tapai singkong, Ikan Bandeng Presto, masakan, Wortel kukus",502.0,19.5,59.8,21.2,3.1,43.0
"lontong + Kelio telur, masakan + Gado-gado",lontong,"Kelio telur, masakan",Gado-gado,"lontong, Kelio telur, masakan, Gado-gado",474.0,19.5,62.5,15.8,2.3,540.0
"Nasi merah + Kelio telur, masakan + Gado-gado",Nasi merah,"Kelio telur, masakan",Gado-gado,"Nasi merah, Kelio telur, masakan, Gado-gado",479.0,19.5,63.2,16.0,1.4,545.0
Nasi rames + Mi ABC cup mi ayam jamur + Sayur lebui,Nasi rames,Mi ABC cup mi ayam jamur,Sayur lebui,"Nasi rames, Mi ABC cup mi ayam jamur, Sayur lebui",609.0,19.4,76.6,24.8,11.7,389.0
Nasi rames + Mi ABC cup soto ayam + Sayur lebui,Nasi rames,Mi ABC cup soto ayam,Sayur lebui,"Nasi rames, Mi ABC cup soto ayam, Sayur lebui",499.0,19.4,65.6,17.8,9.7,389.0
"Jagung muda,rebus + Tahu telur + Kangkung tondano","Jagung muda,rebus",Tahu telur,Kangkung tondano,"Jagung muda,rebus, Tahu telur, Kangkung tondano",513.0,19.4,63.3,20.8,5.5,790.4
"Getuk singkong + Ikan Bandeng Presto, masakan + Kangkung tondano",Getuk singkong,"Ikan Bandeng Presto, masakan",Kangkung tondano,"Getuk singkong, Ikan Bandeng Presto, masakan, Kangkung tondano",543.0,19.4,67.1,21.9,5.1,30.0
"Jagung gerontol + Kelio telur, masakan + Gado-gado",Jagung gerontol,"Kelio telur, masakan",Gado-gado,"Jagung gerontol, Kelio telur, masakan, Gado-gado",486.0,19.4,64.0,16.9,2.1,540.0
Ubi jalar tinta / kemayung + Tahu telur + Gado-gado,Ubi jalar tinta / kemayung,Tahu telur,Gado-gado,"Ubi jalar tinta / kemayung, Tahu telur, Gado-gado",573.0,19.2,71.2,23.5,5.7,756.4
Jagung titi + Ayam brand chilli tuna + Kangkung tondano,Jagung titi,Ayam brand chilli tuna,Kangkung tondano,"Jagung titi, Ayam brand chilli tuna, Kangkung tondano",517.0,19.2,90.5,8.4,5.1,30.0
"Nasi tim + Tahu telur + brokoli , matang",Nasi tim,Tahu telur,"brokoli , matang","Nasi tim, Tahu telur, brokoli , matang",471.2,19.2,52.5,20.5,3.9,770.4
"Nasi / Nasi Putih + Nugget Ayam Akumo + brokoli , matang",Nasi / Nasi Putih,Nugget Ayam Akumo,"brokoli , matang","Nasi / Nasi Putih, Nugget Ayam Akumo, brokoli , matang",543.2,19.2,71.7,19.5,3.2,626.0
"Tapai singkong + Ikan Bandeng Presto, masakan + Wortel rebus",Tapai singkong,"Ikan Bandeng Presto, masakan",Wortel rebus,"Tapai singkong, Ikan Bandeng Presto, masakan, Wortel rebus",493.0,19.2,57.8,21.1,2.8,41.0
Getuk singkong + Tahu telur + Gado-gado,Getuk singkong,Tahu telur,Gado-gado,"Getuk singkong, Tahu telur, Gado-gado",669.0,19.2,93.0,24.5,2.3,755.4
Nasi rames + Mi ABC cup mi ayam jamur + Kangkung tondano,Nasi rames,Mi ABC cup mi ayam jamur,Kangkung tondano,"Nasi rames, Mi ABC cup mi ayam jamur, Kangkung tondano",588.0,19.1,72.5,24.4,10.3,295.0
Nasi rames + Mi ABC cup soto ayam + Kangkung tondano,Nasi rames,Mi ABC cup soto ayam,Kangkung tondano,"Nasi rames, Mi ABC cup soto ayam, Kangkung tondano",478.0,19.1,61.5,17.4,8.3,295.0
"Ubi jalar tinta / kemayung kukus + Kalio ayam, masakan + Karedok,sayur",Ubi jalar tinta / kemayung kukus,"Kalio ayam, masakan","Karedok,sayur","Ubi jalar tinta / kemayung kukus, Kalio ayam, masakan, Karedok,sayur",460.0,19.1,58.3,17.0,2.5,535.0
"Lepok / Ubi rumput + Nugget Ayam Akumo + brokoli , matang",Lepok / Ubi rumput,Nugget Ayam Akumo,"brokoli , matang","Lepok / Ubi rumput, Nugget Ayam Akumo, brokoli , matang",544.2,19.0,71.7,20.4,13.7,741.0
"Ubi Cilembu + Ayam bacem + Anyang, sayur",Ubi Cilembu,Ayam bacem,"Anyang, sayur","Ubi Cilembu, Ayam bacem, Anyang, sayur",459.0,19.0,62.9,14.8,8.8,291.0
"lontong + Nugget Ayam Akumo + brokoli , matang",lontong,Nugget Ayam Akumo,"brokoli , matang","lontong, Nugget Ayam Akumo, brokoli , matang",507.2,19.0,63.7,19.4,4.2,625.0
"Nasi merah + Nugget Ayam Akumo + brokoli , matang",Nasi merah,Nugget Ayam Akumo,"brokoli , matang","Nasi merah, Nugget Ayam Akumo, brokoli , matang",512.2,19.0,64.4,19.6,3.3,630.0
"Ubi jalar tinta / kemayung kukus + Ikan Bandeng Presto, masakan + Wortel kukus",Ubi jalar tinta / kemayung kukus,"Ikan Bandeng Presto, masakan",Wortel kukus,"Ubi jalar tinta / kemayung kukus, Ikan Bandeng Presto, masakan, Wortel kukus",498.0,19.0,59.4,21.1,2.2,44.0
"Jagung muda,rebus + Nugget Ayam Akumo + Wortel kukus","Jagung muda,rebus",Nugget Ayam Akumo,Wortel kukus,"Jagung muda,rebus, Nugget Ayam Akumo, Wortel kukus",519.0,19.0,68.6,20.3,1.9,658.0
"Jagung kuning pipil, rebus + Nugget Ayam Akumo + Sayur lebui","Jagung kuning pipil, rebus",Nugget Ayam Akumo,Sayur lebui,"Jagung kuning pipil, rebus, Nugget Ayam Akumo, Sayur lebui",558.0,18.9,70.9,23.1,6.4,739.0
"Jagung gerontol + Nugget Ayam Akumo + brokoli , matang",Jagung gerontol,Nugget Ayam Akumo,"brokoli , matang","Jagung gerontol, Nugget Ayam Akumo, brokoli , matang",519.2,18.9,65.2,20.5,4.0,625.0
"Rujak lontong + Pempek telur, masakan + Karedok,sayur",Rujak lontong,"Pempek telur, masakan","Karedok,sayur","Rujak lontong, Pempek telur, masakan, Karedok,sayur",491.0,18.9,67.1,18.3,1.4,726.0
"Nasi / Nasi Putih + Tahu telur + brokoli , matang",Nasi / Nasi Putih,Tahu telur,"brokoli , matang","Nasi / Nasi Putih, Tahu telur, brokoli , matang",531.2,18.8,66.3,20.4,3.6,771.4
"Kecimpring singkong goreng + Gulai ikan, masakan + Wortel kukus",Kecimpring singkong goreng,"Gulai ikan, masakan",Wortel kukus,"Kecimpring singkong goreng, Gulai ikan, masakan, Wortel kukus",607.0,18.7,83.8,22.5,2.4,786.0
"Getuk singkong + Kalio ayam, masakan + Karedok,sayur",Getuk singkong,"Kalio ayam, masakan","Karedok,sayur","Getuk singkong, Kalio ayam, masakan, Karedok,sayur",499.0,18.7,65.9,18.2,2.2,534.0
"Ubi jalar tinta / kemayung kukus + Ikan Bandeng Presto, masakan + Wortel rebus",Ubi jalar tinta / kemayung kukus,"Ikan Bandeng Presto, masakan",Wortel rebus,"Ubi jalar tinta / kemayung kukus, Ikan Bandeng Presto, masakan, Wortel rebus",489.0,18.7,57.4,21.0,1.9,42.0
"Ceriping getuk singkong + Gulai ikan, masakan + Wortel kukus",Ceriping getuk singkong,"Gulai ikan, masakan",Wortel kukus,"Ceriping getuk singkong, Gulai ikan, masakan, Wortel kukus",605.0,18.7,78.5,24.6,1.7,786.0
"Jagung muda,rebus + Nugget Ayam Akumo + Wortel rebus","Jagung muda,rebus",Nugget Ayam Akumo,Wortel rebus,"Jagung muda,rebus, Nugget Ayam Akumo, Wortel rebus",510.0,18.7,66.6,20.2,1.6,656.0
"Getuk singkong + Kalio ayam, masakan + Sayur lebui",Getuk singkong,"Kalio ayam, masakan",Sayur lebui,"Getuk singkong, Kalio ayam, masakan, Sayur lebui",471.0,18.6,64.3,15.5,6.5,658.0
"Jagung titi + Sop daging sapi, masakan + Anyang, sayur",Jagung titi,"Sop daging sapi, masakan","Anyang, sayur","Jagung titi, Sop daging sapi, masakan, Anyang, sayur",549.0,18.6,94.7,10.6,6.2,681.0
"Jagung kuning pipil, rebus + Nugget Ayam Akumo + Kangkung tondano","Jagung kuning pipil, rebus",Nugget Ayam Akumo,Kangkung tondano,"Jagung kuning pipil, rebus, Nugget Ayam Akumo, Kangkung tondano",537.0,18.6,66.8,22.7,5.0,645.0
"lontong + Tahu telur + brokoli , matang",lontong,Tahu telur,"brokoli , matang","lontong, Tahu telur, brokoli , matang",495.2,18.6,58.3,20.3,4.6,770.4
"Ubi Cilembu + Kelio telur, masakan + Gado-gado",Ubi Cilembu,"Kelio telur, masakan",Gado-gado,"Ubi Cilembu, Kelio telur, masakan, Gado-gado",516.0,18.6,75.0,15.8,4.5,541.0
"Nasi merah + Tahu telur + brokoli , matang",Nasi merah,Tahu telur,"brokoli , matang","Nasi merah, Tahu telur, brokoli , matang",500.2,18.6,59.0,20.5,3.7,775.4
"Getuk singkong + Ikan Bandeng Presto, masakan + Wortel kukus",Getuk singkong,"Ikan Bandeng Presto, masakan",Wortel kukus,"Getuk singkong, Ikan Bandeng Presto, masakan, Wortel kukus",537.0,18.6,67.0,22.3,1.9,43.0
"Nasi tim + Nugget Ayam Akumo + Karedok,sayur",Nasi tim,Nugget Ayam Akumo,"Karedok,sayur","Nasi tim, Nugget Ayam Akumo, Karedok,sayur",552.0,18.6,70.1,22.7,1.9,610.0
Nasi tim + Nugget Ayam Akumo + Sayur lebui,Nasi tim,Nugget Ayam Akumo,Sayur lebui,"Nasi tim, Nugget Ayam Akumo, Sayur lebui",524.0,18.5,68.5,20.0,6.2,734.0
"Jagung gerontol + Tahu telur + brokoli , matang",Jagung gerontol,Tahu telur,"brokoli , matang","Jagung gerontol, Tahu telur, brokoli , matang",507.2,18.5,59.8,21.4,4.4,770.4
"Nasi coklat + Nugget Ayam Akumo + brokoli , matang",Nasi coklat,Nugget Ayam Akumo,"brokoli , matang","Nasi coklat, Nugget Ayam Akumo, brokoli , matang",475.2,18.5,55.4,20.0,3.0,625.0
Jagung titi + Lumpia ayam + Gado-gado,Jagung titi,Lumpia ayam,Gado-gado,"Jagung titi, Lumpia ayam, Gado-gado",576.0,18.5,107.2,8.0,2.4,124.0
"Kecimpring singkong goreng + Gulai ikan, masakan + Wortel rebus",Kecimpring singkong goreng,"Gulai ikan, masakan",Wortel rebus,"Kecimpring singkong goreng, Gulai ikan, masakan, Wortel rebus",598.0,18.4,81.8,22.4,2.1,784.0
Jagung titi + Ayam brand chilli tuna + Wortel kukus,Jagung titi,Ayam brand chilli tuna,Wortel kukus,"Jagung titi, Ayam brand chilli tuna, Wortel kukus",511.0,18.4,90.4,8.8,1.9,43.0
"Ceriping getuk singkong + Gulai ikan, masakan + Wortel rebus",Ceriping getuk singkong,"Gulai ikan, masakan",Wortel rebus,"Ceriping getuk singkong, Gulai ikan, masakan, Wortel rebus",596.0,18.4,76.5,24.5,1.4,784.0
Nasi rames + Mi ABC cup mi ayam jamur + Wortel kukus,Nasi rames,Mi ABC cup mi ayam jamur,Wortel kukus,"Nasi rames, Mi ABC cup mi ayam jamur, Wortel kukus",582.0,18.3,72.4,24.8,7.1,308.0
Nasi rames + Mi ABC cup soto ayam + Wortel kukus,Nasi rames,Mi ABC cup soto ayam,Wortel kukus,"Nasi rames, Mi ABC cup soto ayam, Wortel kukus",472.0,18.3,61.4,17.8,5.1,308.0
"Getuk singkong + Kalio ayam, masakan + Kangkung tondano",Getuk singkong,"Kalio ayam, masakan",Kangkung tondano,"Getuk singkong, Kalio ayam, masakan, Kangkung tondano",450.0,18.3,60.2,15.1,5.1,564.0
Nasi minyak + Nugget Ayam Akumo + Kangkung tondano,Nasi minyak,Nugget Ayam Akumo,Kangkung tondano,"Nasi minyak, Nugget Ayam Akumo, Kangkung tondano",590.0,18.3,75.5,24.2,5.1,714.0
"Getuk singkong + Ikan Bandeng Presto, masakan + Wortel rebus",Getuk singkong,"Ikan Bandeng Presto, masakan",Wortel rebus,"Getuk singkong, Ikan Bandeng Presto, masakan, Wortel rebus",528.0,18.3,65.0,22.2,1.6,41.0
Jagung titi + Mi ABC cup soto ayam + Kangkung tondano,Jagung titi,Mi ABC cup soto ayam,Kangkung tondano,"Jagung titi, Mi ABC cup soto ayam, Kangkung tondano",697.0,18.2,121.5,15.4,9.1,30.0
"Jagung kuning pipil, rebus + Tahu telur + Kangkung tondano","Jagung kuning pipil, rebus",Tahu telur,Kangkung tondano,"Jagung kuning pipil, rebus, Tahu telur, Kangkung tondano",525.0,18.2,61.4,23.6,5.4,790.4
Nasi tim + Nugget Ayam Akumo + Kangkung tondano,Nasi tim,Nugget Ayam Akumo,Kangkung tondano,"Nasi tim, Nugget Ayam Akumo, Kangkung tondano",503.0,18.2,64.4,19.6,4.8,640.0
"Nasi tim + Tahu telur + Karedok,sayur",Nasi tim,Tahu telur,"Karedok,sayur","Nasi tim, Tahu telur, Karedok,sayur",540.0,18.2,64.7,23.6,2.3,755.4
"Jagung titi + Lumpia ayam + Cap cai / capcay / cap cay, sayur",Jagung titi,Lumpia ayam,"Cap cai / capcay / cap cay, sayur","Jagung titi, Lumpia ayam, Cap cai / capcay / cap cay, sayur",536.0,18.2,90.4,11.1,1.9,529.0
"Nasi / Nasi Putih + Nugget Ayam Akumo + Karedok,sayur",Nasi / Nasi Putih,Nugget Ayam Akumo,"Karedok,sayur","Nasi / Nasi Putih, Nugget Ayam Akumo, Karedok,sayur",612.0,18.2,83.9,22.6,1.6,611.0
"Jagung muda,rebus + Mi ABC cup mi ayam jamur + Gado-gado","Jagung muda,rebus",Mi ABC cup mi ayam jamur,Gado-gado,"Jagung muda,rebus, Mi ABC cup mi ayam jamur, Gado-gado",669.0,18.1,96.3,23.9,7.9,5.0
"Ubi Cilembu + Nugget Ayam Akumo + brokoli , matang",Ubi Cilembu,Nugget Ayam Akumo,"brokoli , matang","Ubi Cilembu, Nugget Ayam Akumo, brokoli , matang",549.2,18.1,76.2,19.4,6.4,626.0
"Jagung muda,rebus + Mi ABC cup soto ayam + Gado-gado","Jagung muda,rebus",Mi ABC cup soto ayam,Gado-gado,"Jagung muda,rebus, Mi ABC cup soto ayam, Gado-gado",559.0,18.1,85.3,16.9,5.9,5.0
Nasi / Nasi Putih + Nugget Ayam Akumo + Sayur lebui,Nasi / Nasi Putih,Nugget Ayam Akumo,Sayur lebui,"Nasi / Nasi Putih, Nugget Ayam Akumo, Sayur lebui",584.0,18.1,82.3,19.9,5.9,735.0
"Nasi coklat + Tahu telur + brokoli , matang",Nasi coklat,Tahu telur,"brokoli , matang","Nasi coklat, Tahu telur, brokoli , matang",463.2,18.1,50.0,20.9,3.4,770.4
"Pundut nasi + Nugget Ayam Akumo + brokoli , matang",Pundut nasi,Nugget Ayam Akumo,"brokoli , matang","Pundut nasi, Nugget Ayam Akumo, brokoli , matang",467.2,18.1,47.0,23.3,3.4,699.0
"Tapai singkong + Kelio telur, masakan + Gado-gado",Tapai singkong,"Kelio telur, masakan",Gado-gado,"Tapai singkong, Kelio telur, masakan, Gado-gado",499.0,18.1,70.9,15.9,3.1,540.0
Jagung titi + Ayam brand chilli tuna + Wortel rebus,Jagung titi,Ayam brand chilli tuna,Wortel rebus,"Jagung titi, Ayam brand chilli tuna, Wortel rebus",502.0,18.1,88.4,8.7,1.6,41.0
"Lepok / Ubi rumput + Nugget Ayam Akumo + Karedok,sayur",Lepok / Ubi rumput,Nugget Ayam Akumo,"Karedok,sayur","Lepok / Ubi rumput, Nugget Ayam Akumo, Karedok,sayur",613.0,18.0,83.9,23.5,12.1,726.0
Nasi rames + Mi ABC cup mi ayam jamur + Wortel rebus,Nasi rames,Mi ABC cup mi ayam jamur,Wortel rebus,"Nasi rames, Mi ABC cup mi ayam jamur, Wortel rebus",573.0,18.0,70.4,24.7,6.8,306.0
Nasi rames + Mi ABC cup soto ayam + Wortel rebus,Nasi rames,Mi ABC cup soto ayam,Wortel rebus,"Nasi rames, Mi ABC cup soto ayam, Wortel rebus",463.0,18.0,59.4,17.7,4.8,306.0
"lontong + Nugget Ayam Akumo + Karedok,sayur",lontong,Nugget Ayam Akumo,"Karedok,sayur","lontong, Nugget Ayam Akumo, Karedok,sayur",576.0,18.0,75.9,22.5,2.6,610.0
"Nasi merah + Nugget Ayam Akumo + Karedok,sayur",Nasi merah,Nugget Ayam Akumo,"Karedok,sayur","Nasi merah, Nugget Ayam Akumo, Karedok,sayur",581.0,18.0,76.6,22.7,1.7,615.0
lontong + Nugget Ayam Akumo + Sayur lebui,lontong,Nugget Ayam Akumo,Sayur lebui,"lontong, Nugget Ayam Akumo, Sayur lebui",548.0,17.9,74.3,19.8,6.9,734.0
Nasi merah + Nugget Ayam Akumo + Sayur lebui,Nasi merah,Nugget Ayam Akumo,Sayur lebui,"Nasi merah, Nugget Ayam Akumo, Sayur lebui",553.0,17.9,75.0,20.0,6.0,739.0
"Jagung gerontol + Nugget Ayam Akumo + Karedok,sayur",Jagung gerontol,Nugget Ayam Akumo,"Karedok,sayur","Jagung gerontol, Nugget Ayam Akumo, Karedok,sayur",588.0,17.9,77.4,23.6,2.4,610.0
Jagung gerontol + Nugget Ayam Akumo + Sayur lebui,Jagung gerontol,Nugget Ayam Akumo,Sayur lebui,"Jagung gerontol, Nugget Ayam Akumo, Sayur lebui",560.0,17.8,75.8,20.9,6.7,734.0
Nasi gurih + Mi ABC cup soto ayam + Gado-gado,Nasi gurih,Mi ABC cup soto ayam,Gado-gado,"Nasi gurih, Mi ABC cup soto ayam, Gado-gado",607.0,17.8,81.0,23.7,5.8,296.0
"Jagung muda,rebus + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur","Jagung muda,rebus",Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Jagung muda,rebus, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",519.0,17.8,68.5,20.0,5.4,410.0
Nasi tim + Tahu telur + Kangkung tondano,Nasi tim,Tahu telur,Kangkung tondano,"Nasi tim, Tahu telur, Kangkung tondano",491.0,17.8,59.0,20.5,5.2,785.4
Nasi / Nasi Putih + Nugget Ayam Akumo + Kangkung tondano,Nasi / Nasi Putih,Nugget Ayam Akumo,Kangkung tondano,"Nasi / Nasi Putih, Nugget Ayam Akumo, Kangkung tondano",563.0,17.8,78.2,19.5,4.5,641.0
"Nasi / Nasi Putih + Tahu telur + Karedok,sayur",Nasi / Nasi Putih,Tahu telur,"Karedok,sayur","Nasi / Nasi Putih, Tahu telur, Karedok,sayur",600.0,17.8,78.5,23.5,2.0,756.4
"Jagung kuning pipil, rebus + Nugget Ayam Akumo + Wortel kukus","Jagung kuning pipil, rebus",Nugget Ayam Akumo,Wortel kukus,"Jagung kuning pipil, rebus, Nugget Ayam Akumo, Wortel kukus",531.0,17.8,66.7,23.1,1.8,658.0
"Ubi Cilembu + Tahu telur + brokoli , matang",Ubi Cilembu,Tahu telur,"brokoli , matang","Ubi Cilembu, Tahu telur, brokoli , matang",537.2,17.7,70.8,20.3,6.8,771.4
Lepok / Ubi rumput + Nugget Ayam Akumo + Kangkung tondano,Lepok / Ubi rumput,Nugget Ayam Akumo,Kangkung tondano,"Lepok / Ubi rumput, Nugget Ayam Akumo, Kangkung tondano",564.0,17.6,78.2,20.4,15.0,756.0
"Getuk singkong + Ayam bacem + Anyang, sayur",Getuk singkong,Ayam bacem,"Anyang, sayur","Getuk singkong, Ayam bacem, Anyang, sayur",477.0,17.6,66.0,16.0,6.2,290.0
lontong + Nugget Ayam Akumo + Kangkung tondano,lontong,Nugget Ayam Akumo,Kangkung tondano,"lontong, Nugget Ayam Akumo, Kangkung tondano",527.0,17.6,70.2,19.4,5.5,640.0
"Tapai singkong + Nugget Ayam Akumo + brokoli , matang",Tapai singkong,Nugget Ayam Akumo,"brokoli , matang","Tapai singkong, Nugget Ayam Akumo, brokoli , matang",532.2,17.6,72.1,19.5,5.0,625.0
Nasi merah + Nugget Ayam Akumo + Kangkung tondano,Nasi merah,Nugget Ayam Akumo,Kangkung tondano,"Nasi merah, Nugget Ayam Akumo, Kangkung tondano",532.0,17.6,70.9,19.6,4.6,645.0
"lontong + Tahu telur + Karedok,sayur",lontong,Tahu telur,"Karedok,sayur","lontong, Tahu telur, Karedok,sayur",564.0,17.6,70.5,23.4,3.0,755.4
"Ubi jalar tinta / kemayung kukus + Kelio telur, masakan + Gado-gado",Ubi jalar tinta / kemayung kukus,"Kelio telur, masakan",Gado-gado,"Ubi jalar tinta / kemayung kukus, Kelio telur, masakan, Gado-gado",495.0,17.6,70.5,15.8,2.2,541.0
"Nasi merah + Tahu telur + Karedok,sayur",Nasi merah,Tahu telur,"Karedok,sayur","Nasi merah, Tahu telur, Karedok,sayur",569.0,17.6,71.2,23.6,2.1,760.4
"Jagung titi + Pempek telur, masakan + Anyang, sayur",Jagung titi,"Pempek telur, masakan","Anyang, sayur","Jagung titi, Pempek telur, masakan, Anyang, sayur",656.0,17.5,117.7,12.8,6.2,738.0
Jagung gerontol + Nugget Ayam Akumo + Kangkung tondano,Jagung gerontol,Nugget Ayam Akumo,Kangkung tondano,"Jagung gerontol, Nugget Ayam Akumo, Kangkung tondano",539.0,17.5,71.7,20.5,5.3,640.0
"Jagung gerontol + Tahu telur + Karedok,sayur",Jagung gerontol,Tahu telur,"Karedok,sayur","Jagung gerontol, Tahu telur, Karedok,sayur",576.0,17.5,72.0,24.5,2.8,755.4
Nasi minyak + Nugget Ayam Akumo + Wortel kukus,Nasi minyak,Nugget Ayam Akumo,Wortel kukus,"Nasi minyak, Nugget Ayam Akumo, Wortel kukus",584.0,17.5,75.4,24.6,1.9,727.0
"Jagung kuning pipil, rebus + Nugget Ayam Akumo + Wortel rebus","Jagung kuning pipil, rebus",Nugget Ayam Akumo,Wortel rebus,"Jagung kuning pipil, rebus, Nugget Ayam Akumo, Wortel rebus",522.0,17.5,64.7,23.0,1.5,656.0
